"Número de cliente","Razón social","Tipo de documento","Número de documento","Telefono","Correo","Localidad","Partido","Provincia","Importancia","Rubro","Zona","Responsable 1","Responsable 2"
"11336","JORSA ARGENTINA S.R.L.","CUIT","30710719590","4755-7850/4752-8972","","VILLA LYNCH ,EST.CNL.FRANCISCO LYNCH","GRL.SAN MARTIN","BUENOS AIRES","","CONDUIT","ZONA NORTE","",""
"10434","JORSA S.A.","CUIT","","4755-7850","","SAN MARTIN","CAPAYAN","CATAMARCA","","CONDUIT","ZONA NORTE","",""
"10257","JOSE ALESSIO (METALFRONT)","CUIT","20163721970","03564-433325","","FRONTERA","CASTELLANOS","SANTA FE","","CONDUCCION","CAPITAL FEDERAL","",""
"12059","JOSE CARTELLONE CONST CIVILES S.A.","CUIT","30501579471","4865-9857/48601100/(0261)481-9000","","MAIPU","MAIPU","MENDOZA","","","","",""
"11189","JOSE CASCASI Y CIA S.A.","CUIT","30518686662","4749-1254","javiercascasi@josecascasi.com.ar","TIGRE","TIGRE","BUENOS AIRES","","","ZONA NORTE","",""
"10806","JOSE GRIFFO","CUIT","","4-454-8401","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","CONDUCCION","ZONA TRAFICAÑO","",""
"12388","JOSE J. CHEDIACK S.A.I.C.A.","CUIT","30502256005","47178300","","GENERAL RODRIGUEZ","GENERAL RODRIGUEZ","BUENOS AIRES","","CILINDRO HIDRAULICO","","",""
"12018","JOSE L. POZZI S.A.","CUIT","30701476839","0341-4333046","","ROSARIO","ROSARIO","SANTA FE","","CONDUIT","","",""
"12480","JOSE LUIS GABRIEL","CUIT","20125110062","44530774","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"12056","JOSE M ALLADIO E HIJOS S.A.","CUIT","30502680478","(03573)489200/03572)423330","","LUQUE","RIO SEGUNDO","CORDOBA","","","","",""
"11254","JOSE MINETTI Y CIA LTDA SACI","CUIT","30525436817","0381-482-0137/0381-482-0142","","FAMAILLA","FAMAILLA","TUCUMAN","","","CAPITAL FEDERAL","",""
"10143","JOSE SGRILLETTI SA","CUIT","30708906472","(02941)42-2610/(02941)43-3833","sgrilletti@speedy.com","GENERAL ROCA","GENERAL ROCA","RIO NEGRO","","","","",""
"10136","JOSE VALENTE","CUIT","20122794327","4571-0288","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11436","JTEKT","CUIT","","0348-4435700","","","","","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"10629","JUAN CARLOS LASSERE","CUIT","20217265682","","","AVELLANEDA","ISCHILIN","CORDOBA","","","ZONA SUR","",""
"10532","JUAN CARLOS MACARI","CUIT","","4714-7296","","EL TALAR","TIGRE","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"12815","JUAN H ROBIOLO S R L","CUIT","30629605866","[]","","","","","","","","",""
"11315","JUAN JOSE TANZI SRL","CUIT","33714154899","0341-439-5522","","","","","","","","",""
"10985","JUAN SEGOVIA","CUIT","","","","TABLADA","LA MATANZA","BUENOS AIRES","","CILINDRO HIDRAULICO","","",""
"12877","JUBER SA","CUIT","33615604289","[]","","","","","","","","",""
"10315","JUKI","CUIT","33523287589","4653-5714/9127/8107","","RAMOS MEJIA","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"10873","JULAR CARLOS","CUIT","","0351-4659166","","","","","","","","",""
"12318","JULIO ÁNGEL OMAÑA Y FAIT ALICIA BLANCA","CUIT","30624474127","1563742733","","","","","","","","",""
"12714","JUSA S.A","CUIT","30667662415","[]","","","","","","","","",""
"12852","K Y C INSTRUMENTS S.A","CUIT","30709998176","[]","","","","","","","","",""
"11110","KADAE S.A.","CUIT","30673850673","(03471)47-0445/(03471)47-0141/(03471)41-0144/(03471)47-0125/(03471)1568-1257","fabian@kadae.com.ar","LAS PAREJAS","BELGRANO","SANTA FE","","","CAPITAL FEDERAL","",""
"11549","KALIL GUNS","CUIT","","02271-442-258","","","","","","","","",""
"12294","KALPA GROUP S.A.","CUIT","30715482653","5218-2537","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","GNC","CAPITAL FEDERAL","",""
"10923","KARPIK DANIEL GUILLERMO","CUIT","","","","","","","","","","",""
"10253","KARTING RT","CUIT","30700359553","03492-422552","","RAFAELA","CASTELLANOS","SANTA FE","","","CAPITAL FEDERAL","",""
"12288","KECLON S.A.","CUIT","30712146067","","","SAN LORENZO","SAN LORENZO","SANTA FE","","CILINDRO HIDRAULICO","","",""
"10751","KERN INSTRUMENTAL (LEYENDA)","CUIT","","4699-8325","","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"11357","KIKE","CUIT","","15-5529-2100","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","ZONA NORTE","",""
"13128","KIMAQ S.A.","CUIT","30718829131","[]","","","","","","","","",""
"11749","KING MATIC SA","CUIT","30661172858","4712-6433","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","ZONA OESTE","",""
"12401","KIOSHI COMPRESION SA","CUIT","30707985875","4205-4515","","","","","","","","",""
"11593","KLAMPACHAS JERONIMO","CUIT","20351724618","0291-4512180","","BAHIA BLANCA","BAHIA BLANCA","BUENOS AIRES","","","","",""
"11009","KLOCKMETAL SA","CUIT","30526191710","4918-2940/45","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11810","KNORR SRL","CUIT","30517268433","4284-8626","","BANFIELD","LOMAS DE ZAMORA","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"11916","KOHLENIA SRL","CUIT","30714027758","3966-2633","","EL TALAR","TIGRE","BUENOS AIRES","","","ZONA NORTE","",""
"10837","KOMON","CUIT","","4207-9941","","VILLA DOMINICO","AVELLANEDA","BUENOS AIRES","","GNC","ZONA SUR","",""
"12825","KOMPASS SRL","CUIT","33697894549","[]","","","","","","","","",""
"10193","KONCENTRIC S.A.","CUIT","30636562536","4727-0339/0451/0560","","DON TORCUATO","TIGRE","BUENOS AIRES","","","ZONA NORTE","",""
"11480","KONJUH HNOS & CIA S.A.","CUIT","","03464-495148","","","","","","","","",""
"11383","KORVIK S.A.","CUIT","33710363639","4641-1140","","","","","","","ZONA TRAFICAÑO","",""
"12252","KOUSAL SA","CUIT","","0381-4251263/0909","","","","","","","","",""
"11519","KRAWCZYCK DANIEL (KURVADO)","CUIT","20134647796","4301-1376","","","","","","CILINDRO HIDRAULICO","ZONA SUR","",""
"10250","KRIEGER S.R.L.","CUIT","30521825304","4256-2549","","BERAZATEGUI","BERAZATEGUI","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"12173","KRK LATINOAMERICANA S.A.","CUIT","30707734139","6841-7800","","","","","","","CAPITAL FEDERAL","",""
"11473","KSB COMPAÑIA SUDAMERICANA DE BOMBAS S A","CUIT","33501424159","4766-3021","","CARAPACHAY","VICENTE LOPEZ","BUENOS AIRES","","","ZONA NORTE","",""
"11521","KURVADO","CUIT","","4301-1376","","","","","","","","",""
"11568","L&H INGENIERIA","CUIT","30709741930","0221-461-6511","","","","","","","ZONA SUR","",""
"10631","L.R.M. S.A.","CUIT","30636702400","4844-5852/5853/3009","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"10630","LA CASA DE LAS MANGUERAS","CUIT","27129967221","0351-4239450","","ARGUELLO","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"11334","LA FABRICA DE CALDERAS SA","CUIT","30708719818","4911-0308/4912-1616/4912-0754","","POMPEYA ,AP.","LA CAPITAL","SANTA FE","","","CAPITAL FEDERAL","",""
"10390","LA FARMACO ARGENTINA","CUIT","30504924358","4903-3642/3709/4086","hrebotaro@lafarmaco.com.a","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"13063","LA LIMONERA S.A.","CUIT","30677751637","9 3815-884-001","sergio.limonera@outlook.com","","","","BAJA","CONDUCCION","ZONA NORTE","",""
"12990","LA MARINA INSTALACIONES S.A.","CUIT","33652462699","[]","ventas@lamarina.com.ar","","","","","PARA CALDERAS","ZONA TRAFICAÑO","",""
"13070","LA MORALEJA S.R.L.","CUIT","30708421614","4123 4100 (3877) 493901","info@lamoraleja.com.ar","","","","BAJA","CONDUCCION","ZONA NORTE","Iglesias Gustavo",""
"11261","LA PLATA STEEL S.A.","CUIT","30708048603","4811-4295","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12362","LABONIA DANIEL RICARDO (METALAB INGENIERIA)","CUIT","20209465974","1147689665","","","","","","","","",""
"12976","LACTEOS LA RAMADA S.A.","CUIT","30711970777","[]","","","","","","","","",""
"11429","LAMBARRI Y ZAPATA S.A.","CUIT","30711215677","0343-4390547","","PARANA","PARANA","ENTRE RIOS","","CILINDRO HIDRAULICO","","",""
"12487","LAMMEL & MAYER LTDA EPP","CUIT","16953075000127","","","","","","","","","",""
"11658","LANERA DEL PLATA S.A.","CUIT","33709018049","4246-5214/5241","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"10124","LASSERRE S.A. (EX REXIO)","CUIT","30696114184","4201-1218/4201-9116","rexio@speedy.com.ar","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"11662","LATEANO","CUIT","","4502-5049/1549743450","","","","","","","","",""
"10892","LATIANO","CUIT","","","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CIRCUITO HIDRAULICO","CAPITAL FEDERAL","",""
"13069","LATIN LEMON S.A.","CUIT","30709529958","381 4821 113","info@latinlemon.com.ar","","","","BAJA","CONDUCCION","CAPITAL FEDERAL","Iglesias Gustavo",""
"12147","LAWIGOM S.A.","CUIT","30710061293","4841-1093/9400","","ITUZAINGO","MORON","BUENOS AIRES","","CONDUCCION","","",""
"12627","LAZOS SRL","CUIT","30707727248","[]","","","","","","","","",""
"11731","LDC ARGENTINA SA","CUIT","30526712729","0341-410-1500(ROSARIO)","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10516","LEDESMA S.A.","CUIT","30501250305","(03886)42-1003","","LIBERTADOR GRL.SAN MARTIN, EST.LEDESMA","LEDESMA","JUJUY","","GNC","CAPITAL FEDERAL","",""
"12217","LEGUIZAMO JORGE OSCAR","CUIT","20161871541","4216-3434/4256-4632","","BERAZATEGUI","BERAZATEGUI","BUENOS AIRES","","","","",""
"10632","LEMA JULIO FERNANDO","CUIT","20043164903","4652-0929/4454-1134","","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"12822","LEMASE SRL","CUIT","30710421249","[]","mcarrizo@lemase.com.ar","","","","","","ZONA TRAFICAÑO","Zanato Gabriel",""
"10391","LENTO","CUIT","30550071939","","","BERNAL","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"12789","LEON CORTES SRL","CUIT","30712014772","[]","","","","","","","","",""
"11753","LEON HIDRAULICA","CUIT","","4734-9074","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","ESTRUCTURAL","ZONA NORTE","",""
"11669","LEONARDO NUÑEZ","CUIT","20252570137","3532-1674","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"11204","LEQUIPE MONTEUR S.A.","CUIT","30638764195","03327-448100","rmansilla@lequipemonteurbsas.com.ar","BENAVIDEZ","TIGRE","BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12608","LESAFFRE ARGENTINA SA","CUIT","","011 4833-8000 OFIC. PALERMO","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","CONDUCCION","ZONA SUR","",""
"12921","LEYSEB SRL","CUIT","30707064028","[]","","SAN MIGUEL DE TUCUMAN ,EST.TUCUMAN","CAPITAL","TUCUMAN","","PARA CALDERAS","","",""
"12921","LEYSEB SRL","CUIT","30707064028","[]","","","","","","PARA CALDERAS","","",""
"12375","LEZA ESCRIÑA Y ASOCIADOS S.A.","CUIT","33559973489","4545-0000","","","","","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"10108","LH LOCANE SRL","CUIT","33710662849","4204-0778/4249-4499/4247-4738","","LANUS","LANUS","BUENOS AIRES","","CUPLAS","ZONA SUR","",""
"11920","LIANA BIANCHI (FACA)","CUIT","27124647903","4754-3995","","","","","","","ZONA NORTE","",""
"10357","LIBERATO RAFAEL","CUIT","20152090286","4651-98234484-9000","","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"10316","LIBERTADOR MOTORS S.A.","CUIT","30572183668","02274-430241/430298","","SPEGAZZINI, CARLOS","ESTEBAN ECHEVERRIA","BUENOS AIRES","","","ZONA SUR","",""
"12292","LIBERTUN HNOS SRL","CUIT","30501256419","15-3267-9004/1544087266","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","","",""
"13093","LIBRES DEL PLATA SRL","CUIT","30708816236","69507898//1138017805","","","","","BAJA","","ZONA NORTE","Iglesias Gustavo",""
"12502","LICING SRL","CUIT","307144759569","0381-593-5968","","","","","","","","",""
"11689","LIEBIG LTDA","CUIT","","(03758)42-2182","","","","","","","ZONA TRAFICAÑO","",""
"11513","LIFTGATE","CUIT","","(0341)435-3559","","ROSARIO","ROSARIO","SANTA FE","","","","",""
"10633","LIGGET  ARGENTINA S.A.","CUIT","","0351-4779600","","CORDOBA","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"13103","LIMOZAM SH","CUIT","30709145319","3005-8736","","","","","BAJA","","ZONA NORTE","Iglesias Gustavo",""
"10894","LINGUA LUIS ALBERTO","CUIT","20060682713","0341-4922049","","VILLA GOBERNADOR GALVEZ","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"11128","LINO DEL BIANCO E HIJO SA","CUIT","33707125689","4207-9310","","WILDE","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"11773","LIPIDAR SRL","CUIT","","4200-6875","","QUILMES","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"12481","LITHEA INC.","CUIT","30711340757","+543874953480 Int.49","","SALTA","LA CAPITAL","SALTA","","","","",""
"10014","LITIO MINERA ARGENTINA S.A.","CUIT","33711285119","+54 387 495-3480 Ext 100","","SALTA","CAPITAL","SALTA","","CONDUCCION","","Dos Santos Alejandro",""
"13075","LITORAL CITRUS S.A.","CUIT","30711751145","1143071346 11 4300 6363 / 4300 6400 381 433 6161 / 487 9757 / 4307-1347  / 4307-1348","info@litoralcitrus.com.ar","","","","BAJA","","ZONA NORTE","Iglesias Gustavo",""
"12663","LITORAL GAS","CUIT","30657866330","[]","","","","","","","","",""
"10999","LIZIO DOMINGO JOSE","CUIT","20128734121","0351-4750770","","CORDOBA","CAPITAL","CORDOBA","","CIRCUITO HIDRAULICO","CAPITAL FEDERAL","",""
"12598","LM SAS","CUIT","","[]","","","","","","","","",""
"12380","LMA SERVICIOS INDUSTRIALES S.A.","CUIT","30707235760","2214506370/2214704059/2214703593","","LA PLATA","LA PLATA","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"12664","LOBERAZ S.A","CUIT","30648524761","[]","","","","","","","","",""
"13020","LODI S.A","CUIT","30707978828","[]","","","","","","","ZONA TRAFICAÑO","",""
"10219","LODOVICO LUIS A.","CUIT","20041364336","4687-8526","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10763","LOGIC GNC","CUIT","","4202-0959","","ESCALADA, REMEDIOS DE","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"10634","LOGIOIA S.H. (AUTOHERRAJ","CUIT","","4567-4142","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10755","LOIACONO","CUIT","","4772-3823/4784-6457FABRICACONTESTADOR","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12096","LOMA NEGRA CIA INDUSTRIAL ARGENTINA SA","CUIT","30500530851","4319-3000","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"10478","LONGVIE S A","CUIT","30500833781","4709-8500","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"11218","LOPEZ SERGIO GASTON","CUIT","20220949576","03471-15878822/471477","gastonlopez@arnetbiz.com.ar","LAS PAREJAS","BELGRANO","SANTA FE","","","CAPITAL FEDERAL","",""
"11928","LOPREITE RODOLFO HUGO","CUIT","20148839612","DIMAQ","","","","","","","","",""
"10114","LORENZO HOFELE E HIJOS S H","CUIT","30504275252","(03488)42-1972/4801-1791","","BELEN DE ESCOBAR","ESCOBAR","BUENOS AIRES","","CUPLAS","ZONA NORTE","",""
"11643","LORENZO HOFELE E HIJOS S.H.","CUIT","30504275252","3484421972","","","","","","","","",""
"13094","LOS AZAHARES SA","CUIT","30508588409","114587-0936 / 114587-0936","","","","","BAJA","","ZONA NORTE","Iglesias Gustavo",""
"11979","LOS CHAGUARES S.A.","CUIT","30711949727","(03865)49-1032/(0381)421-6515/(0381)421-6566","","","","","","","","",""
"13042","LSPI INGENERIA","CUIT","30717490343","[]","","","","","","","","",""
"10635","LUCAMAR S.R.L.","CUIT","30559225440","4659-3781","","EL PALOMAR","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"10273","LUCENA JUAN","CUIT","20045605095","4699-2497","","","","","","CONDUIT","ZONA TRAFICAÑO","",""
"10176","LUCZASTY E HIJOS S.A.","CUIT","30506303210","4652-4664","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","CONDUIT","ZONA TRAFICAÑO","",""
"10309","LUIS A. SIMIONIDAS","CUIT","","4542-9324","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10957","LUIS DOBAO","CUIT","","","","LANUS","LANUS","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"12553","LUIS DUSSIN","CUIT","","03865-413-711","","","","","","","","",""
"10539","LUIS ERCOLI S.R.L.","CUIT","","4757-6404","","SANTOS LUGARES","ALBERDI","SANTIAGO DEL ESTERO","","","ZONA NORTE","",""
"11802","LUMACK SRL","CUIT","30710994982","4655-1103","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"12075","LUMBER","CUIT","","0299-154621300","","","","","","","","",""
"11445","LUMIPACK","CUIT","30","4750-0468","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","ZONA NORTE","",""
"11433","LUTZ","CUIT","30517114347","4208-1637","","","","","","","","",""
"10170","LUYEN MONICA LILIANA CARBALLO","CUIT","23109621544","4544-9548","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CONDUIT","CAPITAL FEDERAL","",""
"12949","LYDMSERVICIOS S.A.S.","CUIT","30718148843","03564-425 974","","","","","","","ZONA TRAFICAÑO","",""
"10636","M & S","CUIT","","4713-2799","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"13095","M FRUIT SRL","CUIT","33709552169","03329-426473/430912","","","","","BAJA","","ZONA NORTE","Iglesias Gustavo",""
"11443","M ROYO SACIIFYF","CUIT","30530589265","4918-4431/4918-4440","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"12947","M Y V MIXING S.R.L.","CUIT","30715111221","4915-5411","info@myv-mixing.com.ar","","","","","","ZONA TRAFICAÑO","",""
"10995","M. T.  A.  S.A.- RIMAR","CUIT","30663952672","4261-0057_","","BERAZATEGUI","BERAZATEGUI","BUENOS AIRES","","","ZONA SUR","",""
"10174","M.M.MARTINO & CIA. S.A.I.C.","CUIT","30528645190","4441-5181/4441-4954","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"11411","M.T. SELLOS NAVALES S.R.L.","CUIT","30711685991","4202-9102","","ESCALADA, REMEDIOS DE","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"10852","M.V.M","CUIT","20217080682","4720-9678","","SUAREZ, JOSE LEON","GENERAL SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"10637","MACAR S.R.L.","CUIT","","4767-9696","","VILLA BALLESTER","GRL.SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"11991","MACORATTI CLAUDIO ALEJANDRO (CEM PROVIN)","CUIT","20170674848","(03476)426900","","SAN LORENZO","SAN LORENZO","SANTA FE","","CILINDRO HIDRAULICO","","",""
"12932","MACROMAT S.A.","CUIT","30709896438","[]","","","","","","","","",""
"11824","MADALENA ENERGY ARGENTINA SRL","CUIT","","4363-9600","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"12894","MADE S.R.L","CUIT","30710630271","[]","","","","","","","","",""
"10392","MADEVA S.R.L.","CUIT","","4687-0571","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11735","MAFRATI ACEROS SRL","CUIT","30712469141","4270-8841/7775","","BERNAL","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"12266","MAGLIA LEONARDO MARCELO (MECANIZADOS LM)","CUIT","20217957746","7537-2723","","MAIPU","MAIPU","BUENOS AIRES","","","ZONA NORTE","",""
"11005","MAGNA SEATING ARGENTINA (PABSA S.R.L.)","CUIT","30635530665","(0351)493-8600","","CORDOBA","CAPITAL","CORDOBA","","","ZONA SUR","",""
"12776","MAGRE MONTAJES Y PROYECTOS S.A.","CUIT","30710652798","[]","a.dossantos","","","","","","","",""
"11063","MAILOC SRL - (EX LOCMA S.H)","CUIT","30710361041","4241-2646/4249-4499","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"12466","MAINRE S.A","CUIT","30710796048","3364217290","","","","","","CILINDRO HIDRAULICO","","",""
"12175","MAIZCO SAIC","CUIT","30502921653","0346844-0347","","","","","","","CAPITAL FEDERAL","",""
"12926","MALPEZA S.A.","CUIT","30715136631","03487-440044","","ZARATE","ZARATE","BUENOS AIRES","","","ZONA NORTE","",""
"12719","MAMUSCHKA","CUIT","30708107758","[]","","","","","","","","",""
"10499","MANAUT","CUIT","20054123869","4658-0944","","RAMOS MEJIA","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"11830","MANCHINELLI MONTAJES SA","CUIT","","4139-5800","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"10302","MANCUL S A","CUIT","30583129061","4713-7300/4713-9169/4755-9404","info@mancultubos.com","GENERAL SAN MARTIN ,EST.SAN MARTIN","GENERAL SAN MARTIN","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA NORTE","",""
"10247","MANEIRO","CUIT","","4709-9538","","SAN MARTIN","CAPAYAN","CATAMARCA","","ESTRUCTURAL","ZONA NORTE","",""
"11262","MANGUERA FLEX ARGENTINA S.A.C.I.F.EL.","CUIT","30518870781","4665-3661","","HURLINGHAM","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"12127","MANIERI & ROSSI SRL","CUIT","30708886293","(0220)477.5518/6676","","","","","","","ZONA OESTE","",""
"13130","MANPETROL SA","CUIT","30711948860","[]","","","","","","","","",""
"10638","MANUEL E. SEGOVIA","CUIT","20067554656","0351-4750075/4750175","","CORDOBA","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"11949","MANUEL SANMARTIN S. A.","CUIT","30502562009","(02324)43-0664","","MERCEDES","MERCEDES","BUENOS AIRES","","","ZONA OESTE","",""
"10657","MANUFACTURA DE MOTORES ARGENTINA S.A.","CUIT","","4739-2548/2560/2595/2834","","","","","","","ZONA NORTE","",""
"11281","MANUFACTURAS INTEGRALES BALDONI SRL","CUIT","30709306401","351458-8542/458-8570","","","","","","","","",""
"10233","MANULI FLUICONNECTO S.R.L.","CUIT","30709631795","4727-6800","","DON TORCUATO","TIGRE","BUENOS AIRES","","ESTRUCTURAL","ZONA NORTE","",""
